No,Page URL,Catagory Tree,Brand Name,Product Name,Description,Listed Price,Discounted Price,Off,Save,Offer,SKU,Manufacturer Number
86,https://www.jarir.com/sa-en/logitech-g513-keyboard-mouse-combo-510391.html,Keyboards & Accessories>Logitech G513 Carbon RGB Mechanical Gaming Keyboard,Logitech,Logitech G513 Carbon RGB Mechanical Gaming Keyboard,Wired| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| Dark Silver,719,539,25%,180,,510391,920008934
87,https://www.jarir.com/sa-en/corsair-k70-core-keyboard-mouse-combo-635006.html,Keyboards & Accessories>CORSAIR K70 CORE RGB Mechanical Gaming Keyboard,CORSAIR,CORSAIR K70 CORE RGB Mechanical Gaming Keyboard,Wired| for PC/macOS/Xbox One/Xbox Series X/Xbox Series S/PlayStation 4/PlayStation 5| Black,479,329,31%,150,,635006,CH910971ENA
88,https://www.jarir.com/sa-en/logitech-keyboard-mouse-combo-567991.html,Keyboards & Accessories>Logitech G512 Carbon GX Blue (Clicky) Gaming Keyboard,Logitech,Logitech G512 Carbon GX Blue (Clicky) Gaming Keyboard,Wired| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| Black,549,399,27%,150,,567991,920008946
89,https://www.jarir.com/sa-en/logitech-g413-keyboard-mouse-combo-614524.html,Keyboards & Accessories>Logitech G413 SE Arabic/English Gaming Keyboard,Logitech,Logitech G413 SE Arabic/English Gaming Keyboard,Wired| for Devices with Windows/macOS| Dark Silver,399,289,27%,110,,614524,920010806
90,https://www.jarir.com/sa-en/corsair-k55-keyboard-mouse-combo-635005.html,Keyboards & Accessories>CORSAIR K55 CORE RGB Gaming Membrane Keyboard,CORSAIR,CORSAIR K55 CORE RGB Gaming Membrane Keyboard,Wired| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows 7/8/10| Black,239,149,37%,90,,635005,CH9226C65NA
91,https://www.jarir.com/sa-en/razer-keyboard-mouse-combo-564446.html,Keyboards & Accessories>Razer BlackWidow V3 Green Switch US-Layout Gaming Keyboard,Razer,Razer BlackWidow V3 Green Switch US-Layout Gaming Keyboard,Wired| for Apple Laptop/Desktop Computer/Gaming Desktop Computer/CPU/Gaming CPU| Black,649,425,34%,224,,564446,303540100R3M1
92,https://www.jarir.com/sa-en/logitech-g513-keyboard-mouse-combo-510390.html,Keyboards & Accessories>Logitech G513 Carbon Lightsync RGB Mechanical Gaming Keyboard,Logitech,Logitech G513 Carbon Lightsync RGB Mechanical Gaming Keyboard,Wired| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| Dark Silver,629,559,11%,70,,510390,920008869
93,https://www.jarir.com/sa-en/logitech-g915-lightspeed-keyboard-mouse-combo-536892.html,Keyboards & Accessories>Logitech G915 LIGHTSPEED RGB Mechanical Gaming Keyboard,Logitech,Logitech G915 LIGHTSPEED RGB Mechanical Gaming Keyboard,Bluetooth/Wireless (2.4 GHz RF)| for Devices with Windows/macOS| Black,999,769,23%,230,,536892,920009111
94,https://www.jarir.com/sa-en/logitech-g815-keyboard-mouse-combo-536907.html,Keyboards & Accessories>Logitech G815 Lightsync RGB Mechanical Gaming Keyboard,Logitech,Logitech G815 Lightsync RGB Mechanical Gaming Keyboard,Wired| for Devices with Windows/macOS| Black,899,599,33%,300,,536907,920009095
95,https://www.jarir.com/sa-en/razer-huntsman-elite-us-layout-keyboard-mouse-combo-533113.html,Keyboards & Accessories>Razer Huntsman Elite (US) Gaming Keyboard,Razer,Razer Huntsman Elite (US) Gaming Keyboard,Wired| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| Black,899,685,23%,214,,533113,301870100R3M1
96,https://www.jarir.com/sa-en/razer-v3-keyboard-mouse-combo-577053.html,Keyboards & Accessories>Razer BlackWidow V3 Mini Hyperspeed Green Mechanical Switch (US Layout) Gaming Keyboard,Razer,Razer BlackWidow V3 Mini Hyperspeed Green Mechanical Switch (US Layout) Gaming Keyboard,Wireless| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| Black,749,529,29%,220,,577053,303891400R3M1
97,https://www.jarir.com/sa-en/razer-blackwidow-v4-x-keyboard-mouse-combo-626254.html,Keyboards & Accessories>Razer BlackWidow V4 X Green Switch Chroma RGB Gaming Mechanical Keyboard,Razer,Razer BlackWidow V4 X Green Switch Chroma RGB Gaming Mechanical Keyboard,Wired| for Apple Laptop/Desktop Computer/Gaming Desktop Computer/CPU/Gaming CPU| Black,619,385,37%,234,,626254,304703500R391
98,https://www.jarir.com/sa-en/logitech-g915-keyboard-mouse-combo-550132.html,Keyboards & Accessories>Logitech G915 TKL LIGHTSPEED RGB Mechanical Gaming Keyboard,Logitech,Logitech G915 TKL LIGHTSPEED RGB Mechanical Gaming Keyboard,Bluetooth/Wireless (2.4 GHz RF)| for Devices with Windows/macOS| Carbon Black,999,699,30%,300,,550132,920009503
99,https://www.jarir.com/sa-en/hp-970-programmable-keyboard-mouse-combo-576225.html,Keyboards & Accessories>HP 970 Programmable Wireless Keyboard,HP,HP 970 Programmable Wireless Keyboard,Bluetooth/Wireless (2.4 GHz RF)| for Laptop/Desktop Computer/Gaming Desktop Computer/CPU Windows OS| White,499,359,28%,140,,576225,3Z729AAABV
100,https://www.jarir.com/sa-en/logitech-mx-keys-s-keyboard-mouse-combo-619741.html,Keyboards & Accessories>Logitech MX Keys S Keyboard,Logitech,Logitech MX Keys S Keyboard,Bluetooth/Wireless (2.4 GHz RF)| for iPadOS 14 or Later/Windows 10 or Later/Android 8 or Later/ChromeOS| Graphite,549,419,23%,130,,619741,920011595
